City,neighbourhood,area,MLS_num,Price,Address,Bedrooms,Bathrooms,Parking,Size,Brokerage,floorNum,dateListed
Toronto,Downtown,Alexandra Park,C5460672,2700,1001 - 519 Dundas St W,2+1,1,1,800-899,"HOMELIFE BEST-SELLER REALTY INC., BROKERAGE",1001,2021-12-23
Toronto,Downtown,Alexandra Park,C5454598,2050,912 - 10 Willison Sq,1+1,1,0,500-599,"BAY STREET GROUP INC., BROKERAGE",912,2021-12-11
Toronto,Downtown,Alexandra Park,C5450179,3300,TH28 - 78 Carr St,2,2,1,900-999,"CITYSCAPE REAL ESTATE LTD., BROKERAGE",TH28,2021-12-06
Toronto,Downtown,Annex - U of T,C5461865,2900,508 - 284 Bloor St W,2,1,0,700-799,"CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",508,2021-12-29
Toronto,Downtown,Annex - U of T,C5461004,2750,201 - 74 Spadina Rd,2,1,1,800-899,"UNION REALTY BROKERAGE INC., BROKERAGE",201,2021-12-25
Toronto,Downtown,Annex - U of T,C5458898,1550,804 - 44 Walmer Rd,Studio,1,0,0-499,"HAZELTON REAL ESTATE INC., BROKERAGE",804,2021-12-19
Toronto,Downtown,Annex - U of T,C5455829,2750,813 - 95 Prince Arthur Ave,1,1,1,800-899,"SAGE REAL ESTATE LIMITED, BROKERAGE",813,2021-12-13
Toronto,Downtown,Annex - U of T,C5455135,2550,Unit 1 - 180 Madison Ave,1,1,1,0,"SUTTON GROUP OLD MILL REALTY INC., BROKERAGE",Unit,2021-12-12
Toronto,Downtown,Annex - U of T,C5453540,2200,804 - 284 Bloor St W,1+1,1,0,600-699,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",804,2021-12-09
Toronto,Downtown,Annex - U of T,C5450110,1450,1304 - 720 Spadina Ave,Studio,1,0,0-499,"EXPRESS REALTY INC., BROKERAGE",1304,2021-12-06
Toronto,Downtown,Annex - U of T,C5449923,3395,7 - 473 Dupont St,2,2,1,"1,600-1,799","RE/MAX HALLMARK BIBBY GROUP REALTY, BROKERAGE",7,2021-12-05
Toronto,Downtown,Annex - U of T,C5449031,2200,206 - 26 Olive Ave,1+1,1,1,600-699,"CENTURY 21 REGAL REALTY INC., BROKERAGE",206,2021-12-03
Toronto,Downtown,Annex - U of T,C5448164,3000,102 - 11 Christie St,2,2,1,900-999,"RIGHT AT HOME REALTY INC., BROKERAGE",102,2021-12-02
Toronto,Downtown,Annex - U of T,C5445308,1875,Lower - 48 Follis Ave,2,1,0,0,"SUTTON GROUP-ASSOCIATES REALTY INC., BROKERAGE",Lower,2021-11-30
Toronto,Downtown,Annex - U of T,C5445760,2250,01 - 28 Madison Ave,1,1,0,700-799,"REVOLUTION REALTY INC., BROKERAGE",01,2021-11-28
Toronto,Downtown,Annex - U of T,C5439906,3900,708 - 783 Bathurst St,2,2,1,800-899,"ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",708,2021-11-22
Toronto,Downtown,Annex - U of T,C5439199,2250,318 - 783 Bathurst St,1+1,1,0,600-699,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",318,2021-11-21
Toronto,Downtown,Annex - U of T,C5427122,2000,1301 - 736 Spadina Ave,1,1,0,600-699,"FIRST CLASS REALTY INC., BROKERAGE",1301,2021-11-07
Toronto,Downtown,Annex - U of T,C5421916,3000,911 - 736 Spadina Ave,2,2,0,700-799,"KELLER WILLIAMS REAL ESTATE ASSOCIATES, BROKERAGE",911,2021-11-02
Toronto,Downtown,Alexandra Park,C5460672,2700,1001 - 519 Dundas St W,2+1,1,1,800-899,"HOMELIFE BEST-SELLER REALTY INC., BROKERAGE",1001,2021-12-22
Toronto,Downtown,Alexandra Park,C5454598,2050,912 - 10 Willison Sq,1+1,1,0,500-599,"BAY STREET GROUP INC., BROKERAGE",912,2021-12-11
Toronto,Downtown,Alexandra Park,C5450179,3300,TH28 - 78 Carr St,2,2,1,900-999,"CITYSCAPE REAL ESTATE LTD., BROKERAGE",TH28,2021-12-06
Toronto,Downtown,Annex - U of T,C5461865,2900,508 - 284 Bloor St W,2,1,0,700-799,"CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",508,2021-12-29
Toronto,Downtown,Annex - U of T,C5461004,2750,201 - 74 Spadina Rd,2,1,1,800-899,"UNION REALTY BROKERAGE INC., BROKERAGE",201,2021-12-25
Toronto,Downtown,Annex - U of T,C5458898,1550,804 - 44 Walmer Rd,Studio,1,0,0-499,"HAZELTON REAL ESTATE INC., BROKERAGE",804,2021-12-19
Toronto,Downtown,Annex - U of T,C5455829,2750,813 - 95 Prince Arthur Ave,1,1,1,800-899,"SAGE REAL ESTATE LIMITED, BROKERAGE",813,2021-12-13
Toronto,Downtown,Annex - U of T,C5455135,2550,Unit 1 - 180 Madison Ave,1,1,1,0,"SUTTON GROUP OLD MILL REALTY INC., BROKERAGE",Unit,2021-12-12
Toronto,Downtown,Annex - U of T,C5453540,2200,804 - 284 Bloor St W,1+1,1,0,600-699,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",804,2021-12-09
Toronto,Downtown,Annex - U of T,C5450110,1450,1304 - 720 Spadina Ave,Studio,1,0,0-499,"EXPRESS REALTY INC., BROKERAGE",1304,2021-12-06
Toronto,Downtown,Annex - U of T,C5449923,3395,7 - 473 Dupont St,2,2,1,"1,600-1,799","RE/MAX HALLMARK BIBBY GROUP REALTY, BROKERAGE",7,2021-12-05
Toronto,Downtown,Annex - U of T,C5449031,2200,206 - 26 Olive Ave,1+1,1,1,600-699,"CENTURY 21 REGAL REALTY INC., BROKERAGE",206,2021-12-03
Toronto,Downtown,Annex - U of T,C5448164,3000,102 - 11 Christie St,2,2,1,900-999,"RIGHT AT HOME REALTY INC., BROKERAGE",102,2021-12-02
Toronto,Downtown,Annex - U of T,C5445308,1875,Lower - 48 Follis Ave,2,1,0,0,"SUTTON GROUP-ASSOCIATES REALTY INC., BROKERAGE",Lower,2021-11-30
Toronto,Downtown,Annex - U of T,C5445760,2250,01 - 28 Madison Ave,1,1,0,700-799,"REVOLUTION REALTY INC., BROKERAGE",01,2021-11-28
Toronto,Downtown,Annex - U of T,C5439906,3900,708 - 783 Bathurst St,2,2,1,800-899,"ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",708,2021-11-22
Toronto,Downtown,Annex - U of T,C5439199,2250,318 - 783 Bathurst St,1+1,1,0,600-699,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",318,2021-11-21
Toronto,Downtown,Annex - U of T,C5427122,2000,1301 - 736 Spadina Ave,1,1,0,600-699,"FIRST CLASS REALTY INC., BROKERAGE",1301,2021-11-07
Toronto,Downtown,Annex - U of T,C5421916,3000,911 - 736 Spadina Ave,2,2,0,700-799,"KELLER WILLIAMS REAL ESTATE ASSOCIATES, BROKERAGE",911,2021-11-02
Toronto,Downtown,Alexandra Park,C5460672,2700,1001 - 519 Dundas St W,2+1,1,1,800-899,"HOMELIFE BEST-SELLER REALTY INC., BROKERAGE",1001,2021-12-22
Toronto,Downtown,Alexandra Park,C5454598,2050,912 - 10 Willison Sq,1+1,1,0,500-599,"BAY STREET GROUP INC., BROKERAGE",912,2021-12-11
Toronto,Downtown,Alexandra Park,C5450179,3300,TH28 - 78 Carr St,2,2,1,900-999,"CITYSCAPE REAL ESTATE LTD., BROKERAGE",TH28,2021-12-06
Toronto,Downtown,Annex - U of T,C5461865,2900,508 - 284 Bloor St W,2,1,0,700-799,"CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",508,2021-12-29
Toronto,Downtown,Annex - U of T,C5461004,2750,201 - 74 Spadina Rd,2,1,1,800-899,"UNION REALTY BROKERAGE INC., BROKERAGE",201,2021-12-25
Toronto,Downtown,Annex - U of T,C5458898,1550,804 - 44 Walmer Rd,Studio,1,0,0-499,"HAZELTON REAL ESTATE INC., BROKERAGE",804,2021-12-19
Toronto,Downtown,Annex - U of T,C5455829,2750,813 - 95 Prince Arthur Ave,1,1,1,800-899,"SAGE REAL ESTATE LIMITED, BROKERAGE",813,2021-12-13
Toronto,Downtown,Annex - U of T,C5455135,2550,Unit 1 - 180 Madison Ave,1,1,1,0,"SUTTON GROUP OLD MILL REALTY INC., BROKERAGE",Unit,2021-12-12
Toronto,Downtown,Annex - U of T,C5453540,2200,804 - 284 Bloor St W,1+1,1,0,600-699,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",804,2021-12-09
Toronto,Downtown,Annex - U of T,C5450110,1450,1304 - 720 Spadina Ave,Studio,1,0,0-499,"EXPRESS REALTY INC., BROKERAGE",1304,2021-12-06
Toronto,Downtown,Annex - U of T,C5449923,3395,7 - 473 Dupont St,2,2,1,"1,600-1,799","RE/MAX HALLMARK BIBBY GROUP REALTY, BROKERAGE",7,2021-12-05
Toronto,Downtown,Annex - U of T,C5449031,2200,206 - 26 Olive Ave,1+1,1,1,600-699,"CENTURY 21 REGAL REALTY INC., BROKERAGE",206,2021-12-03
Toronto,Downtown,Annex - U of T,C5448164,3000,102 - 11 Christie St,2,2,1,900-999,"RIGHT AT HOME REALTY INC., BROKERAGE",102,2021-12-02
Toronto,Downtown,Annex - U of T,C5445308,1875,Lower - 48 Follis Ave,2,1,0,0,"SUTTON GROUP-ASSOCIATES REALTY INC., BROKERAGE",Lower,2021-11-30
Toronto,Downtown,Annex - U of T,C5445760,2250,01 - 28 Madison Ave,1,1,0,700-799,"REVOLUTION REALTY INC., BROKERAGE",01,2021-11-28
Toronto,Downtown,Annex - U of T,C5439906,3900,708 - 783 Bathurst St,2,2,1,800-899,"ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",708,2021-11-22
Toronto,Downtown,Annex - U of T,C5439199,2250,318 - 783 Bathurst St,1+1,1,0,600-699,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",318,2021-11-21
Toronto,Downtown,Annex - U of T,C5427122,2000,1301 - 736 Spadina Ave,1,1,0,600-699,"FIRST CLASS REALTY INC., BROKERAGE",1301,2021-11-07
Toronto,Downtown,Annex - U of T,C5421916,3000,911 - 736 Spadina Ave,2,2,0,700-799,"KELLER WILLIAMS REAL ESTATE ASSOCIATES, BROKERAGE",911,2021-11-02
Toronto,Downtown,Alexandra Park,C5460672,2700,1001 - 519 Dundas St W,2+1,1,1,800-899,"HOMELIFE BEST-SELLER REALTY INC., BROKERAGE",1001,2021-12-22
Toronto,Downtown,Alexandra Park,C5454598,2050,912 - 10 Willison Sq,1+1,1,0,500-599,"BAY STREET GROUP INC., BROKERAGE",912,2021-12-11
Toronto,Downtown,Alexandra Park,C5450179,3300,TH28 - 78 Carr St,2,2,1,900-999,"CITYSCAPE REAL ESTATE LTD., BROKERAGE",TH28,2021-12-06
Toronto,Downtown,Annex - U of T,C5461865,2900,508 - 284 Bloor St W,2,1,0,700-799,"CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",508,2021-12-29
Toronto,Downtown,Annex - U of T,C5461004,2750,201 - 74 Spadina Rd,2,1,1,800-899,"UNION REALTY BROKERAGE INC., BROKERAGE",201,2021-12-25
Toronto,Downtown,Annex - U of T,C5458898,1550,804 - 44 Walmer Rd,Studio,1,0,0-499,"HAZELTON REAL ESTATE INC., BROKERAGE",804,2021-12-19
Toronto,Downtown,Annex - U of T,C5455829,2750,813 - 95 Prince Arthur Ave,1,1,1,800-899,"SAGE REAL ESTATE LIMITED, BROKERAGE",813,2021-12-13
Toronto,Downtown,Annex - U of T,C5455135,2550,Unit 1 - 180 Madison Ave,1,1,1,0,"SUTTON GROUP OLD MILL REALTY INC., BROKERAGE",Unit,2021-12-12
Toronto,Downtown,Annex - U of T,C5453540,2200,804 - 284 Bloor St W,1+1,1,0,600-699,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",804,2021-12-08
Toronto,Downtown,Annex - U of T,C5450110,1450,1304 - 720 Spadina Ave,Studio,1,0,0-499,"EXPRESS REALTY INC., BROKERAGE",1304,2021-12-06
Toronto,Downtown,Annex - U of T,C5449923,3395,7 - 473 Dupont St,2,2,1,"1,600-1,799","RE/MAX HALLMARK BIBBY GROUP REALTY, BROKERAGE",7,2021-12-05
Toronto,Downtown,Annex - U of T,C5449031,2200,206 - 26 Olive Ave,1+1,1,1,600-699,"CENTURY 21 REGAL REALTY INC., BROKERAGE",206,2021-12-03
Toronto,Downtown,Annex - U of T,C5448164,3000,102 - 11 Christie St,2,2,1,900-999,"RIGHT AT HOME REALTY INC., BROKERAGE",102,2021-12-02
Toronto,Downtown,Annex - U of T,C5445308,1875,Lower - 48 Follis Ave,2,1,0,0,"SUTTON GROUP-ASSOCIATES REALTY INC., BROKERAGE",Lower,2021-11-29
Toronto,Downtown,Annex - U of T,C5445760,2250,01 - 28 Madison Ave,1,1,0,700-799,"REVOLUTION REALTY INC., BROKERAGE",01,2021-11-28
Toronto,Downtown,Annex - U of T,C5439906,3900,708 - 783 Bathurst St,2,2,1,800-899,"ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",708,2021-11-22
Toronto,Downtown,Annex - U of T,C5439199,2250,318 - 783 Bathurst St,1+1,1,0,600-699,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",318,2021-11-21
Toronto,Downtown,Annex - U of T,C5427122,2000,1301 - 736 Spadina Ave,1,1,0,600-699,"FIRST CLASS REALTY INC., BROKERAGE",1301,2021-11-07
Toronto,Downtown,Annex - U of T,C5421916,3000,911 - 736 Spadina Ave,2,2,0,700-799,"KELLER WILLIAMS REAL ESTATE ASSOCIATES, BROKERAGE",911,2021-11-02
Toronto,Downtown,Annex - U of T,C5352151,1450,205 - 409 Huron St,Studio,1,0,0-499,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",205,2021-08-26
Toronto,Downtown,Annex - U of T,C5352144,1650,307 - 409 Huron St,Studio,1,0,0-499,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",307,2021-08-26
Toronto,Downtown,Bay St. Corridor,C5462107,3400,507 - 75 St Nicholas St,2,2,1,800-899,"KINGSWAY REAL ESTATE, BROKERAGE",507,2021-12-29
Toronto,Downtown,Bay St. Corridor,C5462100,2850,5611 - 11 Wellesley St W,1+1,1,0,500-599,"RE/MAX PRIME PROPERTIES, BROKERAGE",5611,2021-12-29
Toronto,Downtown,Bay St. Corridor,C5461780,2180,2214 - 386 Yonge St,1,1,0,500-599,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",2214,2021-12-29
Toronto,Downtown,Bay St. Corridor,C5461740,2350,708 - 1080 Bay St,1,1,0,500-599,"CLOUD REALTY, BROKERAGE",708,2021-12-28
Toronto,Downtown,Bay St. Corridor,C5461684,2450,5309 - 11 Wellesley St W,1+1,1,0,500-599,"HOMELIVING EMPIRE REALTY INC., BROKERAGE",5309,2021-12-28
Toronto,Downtown,Bay St. Corridor,C5461925,2250,PH5 - 633 Bay St,1,2,0,900-999,"CITYSCAPE REAL ESTATE LTD., BROKERAGE",PH5,2021-12-28
Toronto,Downtown,Bay St. Corridor,C5461495,1900,1005 - 38 Grenville St,Studio,1,0,0-499,"RIGHT AT HOME REALTY INC., BROKERAGE",1005,2021-12-28
Toronto,Downtown,Bay St. Corridor,C5461355,1975,3309 - 832 Bay St,1,1,0,0-499,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",3309,2021-12-27
Toronto,Downtown,Bay St. Corridor,C5461197,2500,4606 - 7 Grenville St,1+1,1,0,500-599,"RE/MAX REALTRON VICTORIA GROUP REALTY, BROKERAGE",4606,2021-12-27
Toronto,Downtown,Bay St. Corridor,C5461103,2050,609 - 75 St Nicholas St,1,1,0,500-599,"BAY STREET GROUP INC., BROKERAGE",609,2021-12-26
Toronto,Downtown,Bay St. Corridor,C5461068,3750,3509 - 65 St Mary St,2,2,1,800-899,"LIVING REALTY INC., BROKERAGE",3509,2021-12-26
Toronto,Downtown,Bay St. Corridor,C5461108,1800,1515 - 763 Bay St,Studio,1,0,0-499,"RE/MAX CROSSROADS REALTY INC., BROKERAGE",1515,2021-12-26
Toronto,Downtown,Bay St. Corridor,C5460928,3000,2608 - 832 Bay St,2,2,1,800-899,"ICI SOURCE REAL ASSET SERVICES INC., BROKERAGE",2608,2021-12-25
Toronto,Downtown,Bay St. Corridor,C5461486,2300,1417 - 955 Bay St,1,1,0,500-599,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",1417,2021-12-24
Toronto,Downtown,Bay St. Corridor,C5460653,2600,4311 - 5 St Joseph St,1,1,1,600-699,"FIRST CLASS REALTY INC., BROKERAGE",4311,2021-12-23
Toronto,Downtown,Bay St. Corridor,C5460680,2190,2713 - 11 Wellesley St,1,1,0,0-499,"AIMHOME REALTY INC., BROKERAGE",2713,2021-12-22
Toronto,Downtown,Bay St. Corridor,C5460367,2450,2906 - 11 Wellesley St W,1+1,1,0,500-599,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",2906,2021-12-22
Toronto,Downtown,Bay St. Corridor,C5459889,2600,1412 - 24 Wellesley St W,1+1,2,1,700-799,"RE/MAX CROSSROADS REALTY INC., BROKERAGE",1412,2021-12-21
Toronto,Downtown,Bay St. Corridor,C5459933,3500,6002 - 11 Wellesley St W,2,2,1,700-799,"LOYALTY REAL ESTATE, BROKERAGE",6002,2021-12-21
Toronto,Downtown,Bay St. Corridor,C5459661,2550,1411 - 763 Bay St,1+1,2,1,700-799,"RE/MAX REALTRON REALTY INC., BROKERAGE",1411,2021-12-20
Toronto,Downtown,Bay St. Corridor,C5459796,6000,6403 - 7 Grenville St,2+1,3,2,"1,200-1,399","RE/MAX EXCEL REALTY LTD., BROKERAGE",6403,2021-12-20
Toronto,Downtown,Bay St. Corridor,C5459537,4000,5602 - 386 Yonge St,2+1,2,1,"1,000-1,199","SAGE REAL ESTATE LIMITED, BROKERAGE",5602,2021-12-20
Toronto,Downtown,Bay St. Corridor,C5459482,2200,4404 - 65 St Mary St,Studio,1,0,0-499,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",4404,2021-12-20
Toronto,Downtown,Bay St. Corridor,C5459289,2200,708 - 37 Grosvenor St,1+1,1,0,600-699,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",708,2021-12-20
Toronto,Downtown,Bay St. Corridor,C5459196,2050,LPH04 - 65 St Mary St,Studio,1,0,0-499,"HOMEGROVE LTD., BROKERAGE",LPH04,2021-12-20
Toronto,Downtown,Bay St. Corridor,C5459161,2450,2601 - 1080 Bay St,1,1,0,500-599,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",2601,2021-12-19
Toronto,Downtown,Bay St. Corridor,C5459700,3200,2316 - 386 Yonge St,2,2,1,700-799,"RE/MAX EXCEL REALTY LTD., BROKERAGE",2316,2021-12-19
Toronto,Downtown,Bay St. Corridor,C5459102,1900,1219 - 955 Bay St,Studio,1,0,0-499,"CENTURY 21 LANDUNION REALTY INC., BROKERAGE",1219,2021-12-19
Toronto,Downtown,Bay St. Corridor,C5458842,3700,4602 - 386 Yonge St,2+1,2,1,"1,000-1,199","REAL ESTATE HOMEWARD, BROKERAGE",4602,2021-12-19
Toronto,Downtown,Bay St. Corridor,C5458622,3800,1610 - 1080 Bay St,2,2,1,800-899,"JOYNET REALTY INC., BROKERAGE",1610,2021-12-18
Toronto,Downtown,Bay St. Corridor,C5458681,2600,1221 - 57 St Joseph St,1,1,0,0-499,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",1221,2021-12-18
Toronto,Downtown,Bay St. Corridor,C5458644,2300,2205 - 15 Grenville St,1,1,0,500-599,"HOME STANDARDS BRICKSTONE REALTY, BROKERAGE",2205,2021-12-18
Toronto,Downtown,Bay St. Corridor,C5458467,4500,2613 - 955 Bay St,3,2,1,700-799,"BAY STREET GROUP INC., BROKERAGE",2613,2021-12-17
Toronto,Downtown,Bay St. Corridor,C5458671,2400,2413 - 38 Elm St,1,2,0,700-799,"CENTURY 21 ATRIA REALTY INC., BROKERAGE",2413,2021-12-17
Toronto,Downtown,Bay St. Corridor,C5458443,3000,5103 - 7 Grenville St,2,2,0,600-699,"RE/MAX SMART SOLD REALTY, BROKERAGE",5103,2021-12-17
Toronto,Downtown,Bay St. Corridor,C5458592,2500,1006 - 44 St Joseph St,1+1,1,1,700-799,"MASTER`S TRUST REALTY INC., BROKERAGE",1006,2021-12-17
Toronto,Downtown,Bay St. Corridor,C5458035,3600,4302 - 386 Yonge St,2+1,2,1,"1,000-1,199","RE/MAX UNIQUE INC., BROKERAGE",4302,2021-12-17
Toronto,Downtown,Bay St. Corridor,C5457661,2350,2408 - 1080 Bay St,1,1,0,500-599,"CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",2408,2021-12-16
Toronto,Downtown,Bay St. Corridor,C5457875,2550,608 - 1080 Bay St,1,1,0,500-599,"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",608,2021-12-16
Toronto,Downtown,Bay St. Corridor,C5457809,3150,6512 - 7 Grenville St,2,2,1,700-799,"ROYAL LEPAGE REALTY PLUS MOURAD HANNA, BROKERAGE",6512,2021-12-16
Toronto,Downtown,Bay St. Corridor,C5462107,3400,507 - 75 St Nicholas St,2,2,1,800-899,"KINGSWAY REAL ESTATE, BROKERAGE",507,2021-12-29
Toronto,Downtown,Bay St. Corridor,C5462100,2850,5611 - 11 Wellesley St W,1+1,1,0,500-599,"RE/MAX PRIME PROPERTIES, BROKERAGE",5611,2021-12-29
Toronto,Downtown,Bay St. Corridor,C5461780,2180,2214 - 386 Yonge St,1,1,0,500-599,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",2214,2021-12-29
Toronto,Downtown,Bay St. Corridor,C5461740,2350,708 - 1080 Bay St,1,1,0,500-599,"CLOUD REALTY, BROKERAGE",708,2021-12-28
Toronto,Downtown,Bay St. Corridor,C5461684,2450,5309 - 11 Wellesley St W,1+1,1,0,500-599,"HOMELIVING EMPIRE REALTY INC., BROKERAGE",5309,2021-12-28
Toronto,Downtown,Bay St. Corridor,C5461925,2250,PH5 - 633 Bay St,1,2,0,900-999,"CITYSCAPE REAL ESTATE LTD., BROKERAGE",PH5,2021-12-28
Toronto,Downtown,Bay St. Corridor,C5461495,1900,1005 - 38 Grenville St,Studio,1,0,0-499,"RIGHT AT HOME REALTY INC., BROKERAGE",1005,2021-12-28
Toronto,Downtown,Bay St. Corridor,C5461355,1975,3309 - 832 Bay St,1,1,0,0-499,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",3309,2021-12-27
Toronto,Downtown,Bay St. Corridor,C5461197,2500,4606 - 7 Grenville St,1+1,1,0,500-599,"RE/MAX REALTRON VICTORIA GROUP REALTY, BROKERAGE",4606,2021-12-27
Toronto,Downtown,Bay St. Corridor,C5461103,2050,609 - 75 St Nicholas St,1,1,0,500-599,"BAY STREET GROUP INC., BROKERAGE",609,2021-12-26
Toronto,Downtown,Bay St. Corridor,C5461068,3750,3509 - 65 St Mary St,2,2,1,800-899,"LIVING REALTY INC., BROKERAGE",3509,2021-12-26
Toronto,Downtown,Bay St. Corridor,C5461108,1800,1515 - 763 Bay St,Studio,1,0,0-499,"RE/MAX CROSSROADS REALTY INC., BROKERAGE",1515,2021-12-26
Toronto,Downtown,Bay St. Corridor,C5460928,3000,2608 - 832 Bay St,2,2,1,800-899,"ICI SOURCE REAL ASSET SERVICES INC., BROKERAGE",2608,2021-12-25
Toronto,Downtown,Bay St. Corridor,C5461486,2300,1417 - 955 Bay St,1,1,0,500-599,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",1417,2021-12-24
Toronto,Downtown,Bay St. Corridor,C5460653,2600,4311 - 5 St Joseph St,1,1,1,600-699,"FIRST CLASS REALTY INC., BROKERAGE",4311,2021-12-23
Toronto,Downtown,Bay St. Corridor,C5460680,2190,2713 - 11 Wellesley St,1,1,0,0-499,"AIMHOME REALTY INC., BROKERAGE",2713,2021-12-22
Toronto,Downtown,Bay St. Corridor,C5460367,2450,2906 - 11 Wellesley St W,1+1,1,0,500-599,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",2906,2021-12-22
Toronto,Downtown,Bay St. Corridor,C5459889,2600,1412 - 24 Wellesley St W,1+1,2,1,700-799,"RE/MAX CROSSROADS REALTY INC., BROKERAGE",1412,2021-12-21
Toronto,Downtown,Bay St. Corridor,C5459933,3500,6002 - 11 Wellesley St W,2,2,1,700-799,"LOYALTY REAL ESTATE, BROKERAGE",6002,2021-12-21
Toronto,Downtown,Bay St. Corridor,C5459661,2550,1411 - 763 Bay St,1+1,2,1,700-799,"RE/MAX REALTRON REALTY INC., BROKERAGE",1411,2021-12-20
Toronto,Downtown,Bay St. Corridor,C5459796,6000,6403 - 7 Grenville St,2+1,3,2,"1,200-1,399","RE/MAX EXCEL REALTY LTD., BROKERAGE",6403,2021-12-20
Toronto,Downtown,Bay St. Corridor,C5459537,4000,5602 - 386 Yonge St,2+1,2,1,"1,000-1,199","SAGE REAL ESTATE LIMITED, BROKERAGE",5602,2021-12-20
Toronto,Downtown,Bay St. Corridor,C5459482,2200,4404 - 65 St Mary St,Studio,1,0,0-499,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",4404,2021-12-20
Toronto,Downtown,Bay St. Corridor,C5459289,2200,708 - 37 Grosvenor St,1+1,1,0,600-699,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",708,2021-12-20
Toronto,Downtown,Bay St. Corridor,C5459196,2050,LPH04 - 65 St Mary St,Studio,1,0,0-499,"HOMEGROVE LTD., BROKERAGE",LPH04,2021-12-20
Toronto,Downtown,Bay St. Corridor,C5459161,2450,2601 - 1080 Bay St,1,1,0,500-599,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",2601,2021-12-19
Toronto,Downtown,Bay St. Corridor,C5459700,3200,2316 - 386 Yonge St,2,2,1,700-799,"RE/MAX EXCEL REALTY LTD., BROKERAGE",2316,2021-12-19
Toronto,Downtown,Bay St. Corridor,C5459102,1900,1219 - 955 Bay St,Studio,1,0,0-499,"CENTURY 21 LANDUNION REALTY INC., BROKERAGE",1219,2021-12-19
Toronto,Downtown,Bay St. Corridor,C5458842,3700,4602 - 386 Yonge St,2+1,2,1,"1,000-1,199","REAL ESTATE HOMEWARD, BROKERAGE",4602,2021-12-19
Toronto,Downtown,Bay St. Corridor,C5458622,3800,1610 - 1080 Bay St,2,2,1,800-899,"JOYNET REALTY INC., BROKERAGE",1610,2021-12-18
Toronto,Downtown,Bay St. Corridor,C5458681,2600,1221 - 57 St Joseph St,1,1,0,0-499,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",1221,2021-12-18
Toronto,Downtown,Bay St. Corridor,C5458644,2300,2205 - 15 Grenville St,1,1,0,500-599,"HOME STANDARDS BRICKSTONE REALTY, BROKERAGE",2205,2021-12-18
Toronto,Downtown,Bay St. Corridor,C5458467,4500,2613 - 955 Bay St,3,2,1,700-799,"BAY STREET GROUP INC., BROKERAGE",2613,2021-12-17
Toronto,Downtown,Bay St. Corridor,C5458671,2400,2413 - 38 Elm St,1,2,0,700-799,"CENTURY 21 ATRIA REALTY INC., BROKERAGE",2413,2021-12-17
Toronto,Downtown,Bay St. Corridor,C5458443,3000,5103 - 7 Grenville St,2,2,0,600-699,"RE/MAX SMART SOLD REALTY, BROKERAGE",5103,2021-12-17
Toronto,Downtown,Bay St. Corridor,C5458592,2500,1006 - 44 St Joseph St,1+1,1,1,700-799,"MASTER`S TRUST REALTY INC., BROKERAGE",1006,2021-12-17
Toronto,Downtown,Bay St. Corridor,C5458035,3600,4302 - 386 Yonge St,2+1,2,1,"1,000-1,199","RE/MAX UNIQUE INC., BROKERAGE",4302,2021-12-17
