City,neighbourhood,area,MLS_num,Price,Address,Bedrooms,Bathrooms,Parking,Size,Brokerage,floorNum,dateListed
Toronto,Downtown,Church St. Corridor,C5460979,2450,1037 - 155 Dalhousie St,1,1,0,700-799,"BERKSHIRE HATHAWAY HOMESERVICES TORONTO REALTY, BROKERAGE",1037,2021-12-26
Toronto,Downtown,Church St. Corridor,C5460926,2300,4508 - 501 Yonge St E,1,1,0,0-499,"ROYAL LEPAGE VISION REALTY, BROKERAGE",4508,2021-12-25
Toronto,Downtown,Church St. Corridor,C5460867,2250,209 - 60 Shuter St,1+1,2,0,700-799,"RE/MAX CROSSROADS REALTY INC., BROKERAGE",209,2021-12-24
Toronto,Downtown,Church St. Corridor,C5460752,1700,1111 - 68 Shuter St,Studio,1,0,0-499,"MID-LAND GROUP REALTY INC., BROKERAGE",1111,2021-12-23
Toronto,Downtown,Church St. Corridor,C5460609,3500,1E - 86 Gerrard St E,1,1,1,"1,000-1,199","ROYAL LEPAGE YOUR COMMUNITY REALTY, BROKERAGE",1E,2021-12-23
Toronto,Downtown,Church St. Corridor,C5460685,2400,2913 - 403 Church St,1+1,1,0,600-699,"AIMHOME REALTY INC., BROKERAGE",2913,2021-12-23
Toronto,Downtown,Church St. Corridor,C5460297,3150,807 - 8 Wellesley St E,2,2,0,900-999,"HOMELIFE CLASSIC REALTY INC., BROKERAGE",807,2021-12-22
Toronto,Downtown,Church St. Corridor,C5460097,2350,1612 - 365 Church St,1+1,1,0,600-699,"RE/MAX CROSSROADS REALTY INC., BROKERAGE",1612,2021-12-21
Toronto,Downtown,Church St. Corridor,C5460150,2750,802 - 70 Alexander St,2,2,0,900-999,"CITYSCAPE REAL ESTATE LTD., BROKERAGE",802,2021-12-21
Toronto,Downtown,Church St. Corridor,C5459795,2250,601 - 85 Wood St,1+1,1,0,500-599,"SUTTON GROUP-ADMIRAL REALTY INC., BROKERAGE",601,2021-12-21
Toronto,Downtown,Church St. Corridor,C5459494,3200,701 - 21 Carlton St,2,2,0,600-699,"RE/MAX REAL ESTATE CENTRE INC., BROKERAGE",701,2021-12-20
Toronto,Downtown,Church St. Corridor,C5458931,2100,1808 - 501 Yonge St,1+1,1,0,600-699,"SUTTON GROUP-ASSOCIATES REALTY INC., BROKERAGE",1808,2021-12-19
Toronto,Downtown,Church St. Corridor,C5460241,2000,1505 - 85 Wood St,1,1,0,0-499,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",1505,2021-12-19
Toronto,Downtown,Church St. Corridor,C5458286,2000,3406 - 28 Wellesley St E,1,1,0,0-499,"RE/MAX REAL ESTATE CENTRE INC., BROKERAGE",3406,2021-12-17
Toronto,Downtown,Church St. Corridor,C5458280,2100,403 - 555 Yonge St,1,1,1,600-699,"CITYSCAPE REAL ESTATE LTD., BROKERAGE",403,2021-12-17
Toronto,Downtown,Church St. Corridor,C5458196,2400,102 - 75 Dalhousie St,2+1,1,0,700-799,"RE/MAX CONDOS PLUS CORPORATION, BROKERAGE",102,2021-12-17
Toronto,Downtown,Church St. Corridor,C5459167,2300,1903 - 77 Shuter St,1+1,1,1,500-599,"JDL REALTY INC., BROKERAGE",1903,2021-12-16
Toronto,Downtown,Church St. Corridor,C5457959,3000,3304 - 50 Wellesley St,2,2,0,700-799,"LIVING REALTY INC., BROKERAGE",3304,2021-12-16
Toronto,Downtown,Church St. Corridor,C5457894,1950,3103 - 403 Church St,1,1,0,0-499,"GOLDENWAY REAL ESTATE LTD., BROKERAGE",3103,2021-12-16
Toronto,Downtown,Church St. Corridor,C5458060,2250,707 - 17 Dundonald St,1,1,0,0-499,"RE/MAX REALTRON REALTY INC., BROKERAGE",707,2021-12-16
Toronto,Downtown,Church St. Corridor,C5457566,3380,503 - 85 Wood St,2+1,2,0,800-899,"NU STREAM REALTY (TORONTO) INC., BROKERAGE",503,2021-12-16
Toronto,Downtown,Church St. Corridor,C5457072,2000,4704 - 501 Yonge St,1,1,0,0-499,"MASTER`S TRUST REALTY INC., BROKERAGE",4704,2021-12-16
Toronto,Downtown,Church St. Corridor,C5457589,2790,3201 - 21 Carlton St,1+1,2,1,600-699,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",3201,2021-12-15
Toronto,Downtown,Church St. Corridor,C5456584,2300,4105 - 210 Victoria St,1,1,0,600-699,"RE/MAX HALLMARK DG GROUP REALTY, BROKERAGE",4105,2021-12-14
Toronto,Downtown,Church St. Corridor,C5456239,2050,1706 - 197 Yonge St,1,1,0,500-599,"CENTURY 21 KING`S QUAY REAL ESTATE INC., BROKERAGE",1706,2021-12-14
Toronto,Downtown,Church St. Corridor,C5456404,1350,184 Mutual St,1,1,0,0,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",184,2021-12-14
Toronto,Downtown,Church St. Corridor,C5456856,2100,1203 - 501 Yonge St,1+1,1,0,0-499,"ROYAL LEPAGE VISION REALTY, BROKERAGE",1203,2021-12-14
Toronto,Downtown,Church St. Corridor,C5456174,2300,6003 - 197 Yonge St,1,1,0,500-599,"RE/MAX REALTRON JUDY DONG REALTY, BROKERAGE",6003,2021-12-14
Toronto,Downtown,CityPlace,C5461940,1900,3616 - 11 Brunel Crt,1,1,0,0-499,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",3616,2021-12-29
Toronto,Downtown,CityPlace,C5461841,2000,2203 - 85 Queens Wharf Rd,1+1,1,0,600-699,"TAZA REAL ESTATE, BROKERAGE",2203,2021-12-29
Toronto,Downtown,CityPlace,C5461764,2000,1708 - 25 Capreol Crt,1,1,0,500-599,"REAL ONE REALTY INC., BROKERAGE",1708,2021-12-28
Toronto,Downtown,CityPlace,C5461447,1950,N415 - 455 Front St,1+1,1,0,0-499,"HOMELIFE GOLCONDA REALTY INC., BROKERAGE",N415,2021-12-27
Toronto,Downtown,CityPlace,C5461210,2300,206 - 75 Queens Wharf Rd,1+1,1,0,700-799,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",206,2021-12-26
Toronto,Downtown,CityPlace,C5460956,2250,202 - 3 Navy Wharf Crt,1+1,1,1,600-699,"KINGSWAY REAL ESTATE, BROKERAGE",202,2021-12-26
Toronto,Downtown,CityPlace,C5460888,2200,4101 - 25 Capreol Crt,1,1,1,500-599,"MASTER`S TRUST REALTY INC., BROKERAGE",4101,2021-12-25
Toronto,Downtown,CityPlace,C5460740,2100,3105 - 35 Mariner Terr,1,1,1,500-599,"CENTURY 21 ATRIA REALTY INC., BROKERAGE",3105,2021-12-23
Toronto,Downtown,CityPlace,C5460671,3200,4502 - 25 Telegram Mews,2+1,2,1,900-999,"TAZA REAL ESTATE, BROKERAGE",4502,2021-12-23
Toronto,Downtown,CityPlace,C5460576,3400,1606 - 80 Queens Wharf Rd,3,2,1,900-999,"DREAM HOME REALTY INC., BROKERAGE",1606,2021-12-23
Toronto,Downtown,CityPlace,C5460340,3600,740 - 8 Telegram Mews,3,2,0,"1,000-1,199","FOREST HILL REAL ESTATE INC., BROKERAGE",740,2021-12-22
Toronto,Downtown,CityPlace,C5460637,2000,3002 - 21 Iceboat Terr,1,1,0,500-599,"HOMELIFE/MIRACLE REALTY LTD, BROKERAGE",3002,2021-12-22
Toronto,Downtown,CityPlace,C5460011,2200,2603 - 25 Telegram Mews,1+1,1,1,500-599,"REALTY EXECUTIVES PLUS LTD, BROKERAGE",2603,2021-12-21
Toronto,Downtown,CityPlace,C5459372,2200,2815 - 21 Iceboat Terr,1+1,1,1,600-699,"SUTTON GROUP REALTY SYSTEMS INC., BROKERAGE",2815,2021-12-20
Toronto,Downtown,CityPlace,C5459600,2300,2310 - 35 Mariner Terr,1+1,1,1,700-799,"IPRO REALTY LTD., BROKERAGE",2310,2021-12-20
Toronto,Downtown,CityPlace,C5458794,2150,3708 - 397 Front St W,1+1,1,1,600-699,"RE/MAX IMPERIAL REALTY INC., BROKERAGE",3708,2021-12-19
Toronto,Downtown,CityPlace,C5459171,4500,G12 - 159 Dan Leckie Way,3+1,3,1,"1,400-1,599","RE/MAX HALLMARK REALTY LTD., BROKERAGE",G12,2021-12-19
Toronto,Downtown,CityPlace,C5459015,2900,4808 - 21 Iceboat Terr,1,1,1,600-699,"HOMELIFE/RESPONSE REALTY INC., BROKERAGE",4808,2021-12-19
Toronto,Downtown,CityPlace,C5458900,2000,1023 - 21 Iceboat Terr,1+1,1,0,600-699,"BAY STREET ANJIA REALTY, BROKERAGE",1023,2021-12-19
Toronto,Downtown,CityPlace,C5459456,2975,2216 - 81 Navy Wharf Crt,1+1,1,1,700-799,"RE/MAX UNIQUE INC., BROKERAGE",2216,2021-12-18
Toronto,Downtown,CityPlace,C5458387,2700,3316 - 81 Navy Wharf Crt,1+1,1,1,700-799,"RE/MAX CROSSROADS REALTY INC., BROKERAGE",3316,2021-12-17
Toronto,Downtown,CityPlace,C5458165,2100,3612 - 21 Iceboat Terr,1,1,1,600-699,"CENTURY 21 INNOVATIVE REALTY INC., BROKERAGE",3612,2021-12-16
Toronto,Downtown,CityPlace,C5458135,3250,608 - 5 Mariner Terr,1,1,0,500-599,"RIGHT AT HOME REALTY INC., BROKERAGE",608,2021-12-16
Toronto,Downtown,CityPlace,C5458076,2300,910 - 25 Capreol Crt,1+1,1,0,600-699,"RE/MAX HALLMARK MONTANO GROUP REALTY, BROKERAGE",910,2021-12-16
Toronto,Downtown,CityPlace,C5458033,2999,531 - 8 Telegram Mews,2+1,2,1,900-999,"RE/MAX REAL ESTATE SOLUTIONS, BROKERAGE",531,2021-12-16
Toronto,Downtown,CityPlace,C5457396,2800,2908 - 373 Front St W,2+1,2,0,800-899,"REAL ONE REALTY INC., BROKERAGE",2908,2021-12-16
Toronto,Downtown,CityPlace,C5459021,2300,3211 - 81 Navy Wharf Crt,1+1,1,1,600-699,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",3211,2021-12-15
Toronto,Downtown,CityPlace,C5457591,1800,708 - 85 Queens Wharf Rd,Studio,1,0,0-499,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",708,2021-12-15
Toronto,Downtown,CityPlace,C5456890,1850,3608 - 85 Queens Wharf Rd,Studio,1,0,0-499,"BAY STREET GROUP INC., BROKERAGE",3608,2021-12-15
Toronto,Downtown,CityPlace,C5456610,2300,2008 - 15 Fort York Blvd,1+1,1,1,500-599,"TRADEWORLD REALTY INC, BROKERAGE",2008,2021-12-14
Toronto,Downtown,CityPlace,C5456379,2350,PH02 - 21 Iceboat Terr,1,1,1,500-599,"CENTURY 21 ATRIA REALTY INC., BROKERAGE",PH02,2021-12-14
Toronto,Downtown,CityPlace,C5456091,2100,3210 - 21 Iceboat Terr,1+1,1,1,600-699,"HOMELIFE LANDMARK RH REALTY, BROKERAGE",3210,2021-12-14
Toronto,Downtown,CityPlace,C5455944,2850,3109 - 25 Capreol Crt,2,2,1,800-899,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",3109,2021-12-13
Toronto,Downtown,CityPlace,C5455802,3000,712 - 15 Fort York Blvd,2+1,2,1,900-999,"RIGHT AT HOME REALTY INC., BROKERAGE",712,2021-12-13
Toronto,Downtown,CityPlace,C5455689,2100,803 - 3 Navy Wharf Crt,1+1,1,0,600-699,"PROMPTON REAL ESTATE SERVICES CORP., BROKERAGE",803,2021-12-13
Toronto,Downtown,CityPlace,C5455368,3050,2615 - 11 Brunel Crt,2+1,2,1,900-999,"RIGHT AT HOME REALTY INC., BROKERAGE",2615,2021-12-13
Toronto,Downtown,CityPlace,C5456300,2500,1501 - 397 Front St W,1+1,1,1,600-699,"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",1501,2021-12-13
Toronto,Downtown,CityPlace,C5455977,2250,221 - 151 Dan Leckie Way,1+1,1,1,600-699,"RIGHT AT HOME REALTY INC., BROKERAGE",221,2021-12-13
Toronto,Downtown,CityPlace,C5455116,2950,1209 - 8 Telegram Mews,2,2,1,700-799,"PROPERLY, BROKERAGE",1209,2021-12-12
Toronto,Downtown,CityPlace,C5454424,2375,3908 - 15 Iceboat Terr,1+1,1,1,600-699,"CENTURY 21 KING`S QUAY REAL ESTATE INC., BROKERAGE",3908,2021-12-11
Toronto,Downtown,CityPlace,C5454120,2275,907 - 25 Telegram Mews,1+1,1,1,600-699,"REAL ESTATE HOMEWARD, BROKERAGE",907,2021-12-10
Toronto,Downtown,CityPlace,C5454379,2800,2010 - 8 Telegram Mews S,1+1,1,1,600-699,"THE REAL ESTATE OFFICE INC., BROKERAGE",2010,2021-12-10
Toronto,Downtown,CityPlace,C5453001,2300,3607 - 10 Navy Wharf Crt,1+1,1,1,600-699,"RE/MAX PROFESSIONALS INC., BROKERAGE",3607,2021-12-09
Toronto,Downtown,CityPlace,C5461940,1900,3616 - 11 Brunel Crt,1,1,0,0-499,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",3616,2021-12-29
Toronto,Downtown,CityPlace,C5461841,2000,2203 - 85 Queens Wharf Rd,1+1,1,0,600-699,"TAZA REAL ESTATE, BROKERAGE",2203,2021-12-29
Toronto,Downtown,CityPlace,C5461764,2000,1708 - 25 Capreol Crt,1,1,0,500-599,"REAL ONE REALTY INC., BROKERAGE",1708,2021-12-28
Toronto,Downtown,CityPlace,C5461447,1950,N415 - 455 Front St,1+1,1,0,0-499,"HOMELIFE GOLCONDA REALTY INC., BROKERAGE",N415,2021-12-27
Toronto,Downtown,CityPlace,C5461210,2300,206 - 75 Queens Wharf Rd,1+1,1,0,700-799,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",206,2021-12-26
Toronto,Downtown,CityPlace,C5460956,2250,202 - 3 Navy Wharf Crt,1+1,1,1,600-699,"KINGSWAY REAL ESTATE, BROKERAGE",202,2021-12-26
Toronto,Downtown,CityPlace,C5460888,2200,4101 - 25 Capreol Crt,1,1,1,500-599,"MASTER`S TRUST REALTY INC., BROKERAGE",4101,2021-12-25
Toronto,Downtown,CityPlace,C5460740,2100,3105 - 35 Mariner Terr,1,1,1,500-599,"CENTURY 21 ATRIA REALTY INC., BROKERAGE",3105,2021-12-23
Toronto,Downtown,CityPlace,C5460671,3200,4502 - 25 Telegram Mews,2+1,2,1,900-999,"TAZA REAL ESTATE, BROKERAGE",4502,2021-12-23
Toronto,Downtown,CityPlace,C5460576,3400,1606 - 80 Queens Wharf Rd,3,2,1,900-999,"DREAM HOME REALTY INC., BROKERAGE",1606,2021-12-23
Toronto,Downtown,CityPlace,C5460340,3600,740 - 8 Telegram Mews,3,2,0,"1,000-1,199","FOREST HILL REAL ESTATE INC., BROKERAGE",740,2021-12-22
Toronto,Downtown,CityPlace,C5460637,2000,3002 - 21 Iceboat Terr,1,1,0,500-599,"HOMELIFE/MIRACLE REALTY LTD, BROKERAGE",3002,2021-12-22
Toronto,Downtown,CityPlace,C5460011,2200,2603 - 25 Telegram Mews,1+1,1,1,500-599,"REALTY EXECUTIVES PLUS LTD, BROKERAGE",2603,2021-12-21
Toronto,Downtown,CityPlace,C5459372,2200,2815 - 21 Iceboat Terr,1+1,1,1,600-699,"SUTTON GROUP REALTY SYSTEMS INC., BROKERAGE",2815,2021-12-20
Toronto,Downtown,CityPlace,C5459600,2300,2310 - 35 Mariner Terr,1+1,1,1,700-799,"IPRO REALTY LTD., BROKERAGE",2310,2021-12-20
Toronto,Downtown,CityPlace,C5458794,2150,3708 - 397 Front St W,1+1,1,1,600-699,"RE/MAX IMPERIAL REALTY INC., BROKERAGE",3708,2021-12-19
Toronto,Downtown,CityPlace,C5459171,4500,G12 - 159 Dan Leckie Way,3+1,3,1,"1,400-1,599","RE/MAX HALLMARK REALTY LTD., BROKERAGE",G12,2021-12-19
Toronto,Downtown,CityPlace,C5459015,2900,4808 - 21 Iceboat Terr,1,1,1,600-699,"HOMELIFE/RESPONSE REALTY INC., BROKERAGE",4808,2021-12-19
Toronto,Downtown,CityPlace,C5458900,2000,1023 - 21 Iceboat Terr,1+1,1,0,600-699,"BAY STREET ANJIA REALTY, BROKERAGE",1023,2021-12-19
Toronto,Downtown,CityPlace,C5459456,2975,2216 - 81 Navy Wharf Crt,1+1,1,1,700-799,"RE/MAX UNIQUE INC., BROKERAGE",2216,2021-12-18
Toronto,Downtown,CityPlace,C5458387,2700,3316 - 81 Navy Wharf Crt,1+1,1,1,700-799,"RE/MAX CROSSROADS REALTY INC., BROKERAGE",3316,2021-12-17
Toronto,Downtown,CityPlace,C5458165,2100,3612 - 21 Iceboat Terr,1,1,1,600-699,"CENTURY 21 INNOVATIVE REALTY INC., BROKERAGE",3612,2021-12-16
Toronto,Downtown,CityPlace,C5458135,3250,608 - 5 Mariner Terr,1,1,0,500-599,"RIGHT AT HOME REALTY INC., BROKERAGE",608,2021-12-16
Toronto,Downtown,CityPlace,C5458076,2300,910 - 25 Capreol Crt,1+1,1,0,600-699,"RE/MAX HALLMARK MONTANO GROUP REALTY, BROKERAGE",910,2021-12-16
Toronto,Downtown,CityPlace,C5458033,2999,531 - 8 Telegram Mews,2+1,2,1,900-999,"RE/MAX REAL ESTATE SOLUTIONS, BROKERAGE",531,2021-12-16
Toronto,Downtown,CityPlace,C5457396,2800,2908 - 373 Front St W,2+1,2,0,800-899,"REAL ONE REALTY INC., BROKERAGE",2908,2021-12-16
Toronto,Downtown,CityPlace,C5459021,2300,3211 - 81 Navy Wharf Crt,1+1,1,1,600-699,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",3211,2021-12-15
Toronto,Downtown,CityPlace,C5457591,1800,708 - 85 Queens Wharf Rd,Studio,1,0,0-499,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",708,2021-12-15
Toronto,Downtown,CityPlace,C5456890,1850,3608 - 85 Queens Wharf Rd,Studio,1,0,0-499,"BAY STREET GROUP INC., BROKERAGE",3608,2021-12-15
Toronto,Downtown,CityPlace,C5456610,2300,2008 - 15 Fort York Blvd,1+1,1,1,500-599,"TRADEWORLD REALTY INC, BROKERAGE",2008,2021-12-14
Toronto,Downtown,CityPlace,C5456379,2350,PH02 - 21 Iceboat Terr,1,1,1,500-599,"CENTURY 21 ATRIA REALTY INC., BROKERAGE",PH02,2021-12-14
Toronto,Downtown,CityPlace,C5456091,2100,3210 - 21 Iceboat Terr,1+1,1,1,600-699,"HOMELIFE LANDMARK RH REALTY, BROKERAGE",3210,2021-12-14
Toronto,Downtown,CityPlace,C5455944,2850,3109 - 25 Capreol Crt,2,2,1,800-899,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",3109,2021-12-13
Toronto,Downtown,CityPlace,C5455802,3000,712 - 15 Fort York Blvd,2+1,2,1,900-999,"RIGHT AT HOME REALTY INC., BROKERAGE",712,2021-12-13
Toronto,Downtown,CityPlace,C5455689,2100,803 - 3 Navy Wharf Crt,1+1,1,0,600-699,"PROMPTON REAL ESTATE SERVICES CORP., BROKERAGE",803,2021-12-13
Toronto,Downtown,CityPlace,C5455368,3050,2615 - 11 Brunel Crt,2+1,2,1,900-999,"RIGHT AT HOME REALTY INC., BROKERAGE",2615,2021-12-13
Toronto,Downtown,CityPlace,C5456300,2500,1501 - 397 Front St W,1+1,1,1,600-699,"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",1501,2021-12-13
Toronto,Downtown,CityPlace,C5455977,2250,221 - 151 Dan Leckie Way,1+1,1,1,600-699,"RIGHT AT HOME REALTY INC., BROKERAGE",221,2021-12-13
Toronto,Downtown,CityPlace,C5455116,2950,1209 - 8 Telegram Mews,2,2,1,700-799,"PROPERLY, BROKERAGE",1209,2021-12-12
Toronto,Downtown,CityPlace,C5454424,2375,3908 - 15 Iceboat Terr,1+1,1,1,600-699,"CENTURY 21 KING`S QUAY REAL ESTATE INC., BROKERAGE",3908,2021-12-11
Toronto,Downtown,CityPlace,C5454120,2275,907 - 25 Telegram Mews,1+1,1,1,600-699,"REAL ESTATE HOMEWARD, BROKERAGE",907,2021-12-10
Toronto,Downtown,CityPlace,C5454379,2800,2010 - 8 Telegram Mews S,1+1,1,1,600-699,"THE REAL ESTATE OFFICE INC., BROKERAGE",2010,2021-12-10
Toronto,Downtown,CityPlace,C5453001,2300,3607 - 10 Navy Wharf Crt,1+1,1,1,600-699,"RE/MAX PROFESSIONALS INC., BROKERAGE",3607,2021-12-09
Toronto,Downtown,CityPlace,C5461940,1900,3616 - 11 Brunel Crt,1,1,0,0-499,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",3616,2021-12-29
Toronto,Downtown,CityPlace,C5461841,2000,2203 - 85 Queens Wharf Rd,1+1,1,0,600-699,"TAZA REAL ESTATE, BROKERAGE",2203,2021-12-29
Toronto,Downtown,CityPlace,C5461764,2000,1708 - 25 Capreol Crt,1,1,0,500-599,"REAL ONE REALTY INC., BROKERAGE",1708,2021-12-28
Toronto,Downtown,CityPlace,C5461447,1950,N415 - 455 Front St,1+1,1,0,0-499,"HOMELIFE GOLCONDA REALTY INC., BROKERAGE",N415,2021-12-27
Toronto,Downtown,CityPlace,C5461210,2300,206 - 75 Queens Wharf Rd,1+1,1,0,700-799,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",206,2021-12-26
Toronto,Downtown,CityPlace,C5460956,2250,202 - 3 Navy Wharf Crt,1+1,1,1,600-699,"KINGSWAY REAL ESTATE, BROKERAGE",202,2021-12-26
Toronto,Downtown,CityPlace,C5460888,2200,4101 - 25 Capreol Crt,1,1,1,500-599,"MASTER`S TRUST REALTY INC., BROKERAGE",4101,2021-12-25
Toronto,Downtown,CityPlace,C5460740,2100,3105 - 35 Mariner Terr,1,1,1,500-599,"CENTURY 21 ATRIA REALTY INC., BROKERAGE",3105,2021-12-23
Toronto,Downtown,CityPlace,C5460671,3200,4502 - 25 Telegram Mews,2+1,2,1,900-999,"TAZA REAL ESTATE, BROKERAGE",4502,2021-12-23
Toronto,Downtown,CityPlace,C5460576,3400,1606 - 80 Queens Wharf Rd,3,2,1,900-999,"DREAM HOME REALTY INC., BROKERAGE",1606,2021-12-23
Toronto,Downtown,CityPlace,C5460340,3600,740 - 8 Telegram Mews,3,2,0,"1,000-1,199","FOREST HILL REAL ESTATE INC., BROKERAGE",740,2021-12-22
Toronto,Downtown,CityPlace,C5460637,2000,3002 - 21 Iceboat Terr,1,1,0,500-599,"HOMELIFE/MIRACLE REALTY LTD, BROKERAGE",3002,2021-12-22
Toronto,Downtown,CityPlace,C5460011,2200,2603 - 25 Telegram Mews,1+1,1,1,500-599,"REALTY EXECUTIVES PLUS LTD, BROKERAGE",2603,2021-12-21
Toronto,Downtown,CityPlace,C5459372,2200,2815 - 21 Iceboat Terr,1+1,1,1,600-699,"SUTTON GROUP REALTY SYSTEMS INC., BROKERAGE",2815,2021-12-20
Toronto,Downtown,CityPlace,C5459600,2300,2310 - 35 Mariner Terr,1+1,1,1,700-799,"IPRO REALTY LTD., BROKERAGE",2310,2021-12-20
Toronto,Downtown,CityPlace,C5458794,2150,3708 - 397 Front St W,1+1,1,1,600-699,"RE/MAX IMPERIAL REALTY INC., BROKERAGE",3708,2021-12-19
Toronto,Downtown,CityPlace,C5459171,4500,G12 - 159 Dan Leckie Way,3+1,3,1,"1,400-1,599","RE/MAX HALLMARK REALTY LTD., BROKERAGE",G12,2021-12-19
Toronto,Downtown,CityPlace,C5459015,2900,4808 - 21 Iceboat Terr,1,1,1,600-699,"HOMELIFE/RESPONSE REALTY INC., BROKERAGE",4808,2021-12-19
Toronto,Downtown,CityPlace,C5458900,2000,1023 - 21 Iceboat Terr,1+1,1,0,600-699,"BAY STREET ANJIA REALTY, BROKERAGE",1023,2021-12-19
Toronto,Downtown,CityPlace,C5459456,2975,2216 - 81 Navy Wharf Crt,1+1,1,1,700-799,"RE/MAX UNIQUE INC., BROKERAGE",2216,2021-12-18
Toronto,Downtown,CityPlace,C5458387,2700,3316 - 81 Navy Wharf Crt,1+1,1,1,700-799,"RE/MAX CROSSROADS REALTY INC., BROKERAGE",3316,2021-12-17
Toronto,Downtown,CityPlace,C5458165,2100,3612 - 21 Iceboat Terr,1,1,1,600-699,"CENTURY 21 INNOVATIVE REALTY INC., BROKERAGE",3612,2021-12-16
Toronto,Downtown,CityPlace,C5458135,3250,608 - 5 Mariner Terr,1,1,0,500-599,"RIGHT AT HOME REALTY INC., BROKERAGE",608,2021-12-16
Toronto,Downtown,CityPlace,C5458076,2300,910 - 25 Capreol Crt,1+1,1,0,600-699,"RE/MAX HALLMARK MONTANO GROUP REALTY, BROKERAGE",910,2021-12-16
Toronto,Downtown,CityPlace,C5458033,2999,531 - 8 Telegram Mews,2+1,2,1,900-999,"RE/MAX REAL ESTATE SOLUTIONS, BROKERAGE",531,2021-12-16
Toronto,Downtown,CityPlace,C5457396,2800,2908 - 373 Front St W,2+1,2,0,800-899,"REAL ONE REALTY INC., BROKERAGE",2908,2021-12-16
Toronto,Downtown,CityPlace,C5459021,2300,3211 - 81 Navy Wharf Crt,1+1,1,1,600-699,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",3211,2021-12-15
Toronto,Downtown,CityPlace,C5457591,1800,708 - 85 Queens Wharf Rd,Studio,1,0,0-499,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",708,2021-12-15
Toronto,Downtown,CityPlace,C5456890,1850,3608 - 85 Queens Wharf Rd,Studio,1,0,0-499,"BAY STREET GROUP INC., BROKERAGE",3608,2021-12-15
Toronto,Downtown,CityPlace,C5456610,2300,2008 - 15 Fort York Blvd,1+1,1,1,500-599,"TRADEWORLD REALTY INC, BROKERAGE",2008,2021-12-14
Toronto,Downtown,CityPlace,C5456379,2350,PH02 - 21 Iceboat Terr,1,1,1,500-599,"CENTURY 21 ATRIA REALTY INC., BROKERAGE",PH02,2021-12-14
Toronto,Downtown,CityPlace,C5456091,2100,3210 - 21 Iceboat Terr,1+1,1,1,600-699,"HOMELIFE LANDMARK RH REALTY, BROKERAGE",3210,2021-12-14
Toronto,Downtown,CityPlace,C5455944,2850,3109 - 25 Capreol Crt,2,2,1,800-899,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",3109,2021-12-13
Toronto,Downtown,CityPlace,C5455802,3000,712 - 15 Fort York Blvd,2+1,2,1,900-999,"RIGHT AT HOME REALTY INC., BROKERAGE",712,2021-12-13
Toronto,Downtown,CityPlace,C5455689,2100,803 - 3 Navy Wharf Crt,1+1,1,0,600-699,"PROMPTON REAL ESTATE SERVICES CORP., BROKERAGE",803,2021-12-13
Toronto,Downtown,CityPlace,C5455368,3050,2615 - 11 Brunel Crt,2+1,2,1,900-999,"RIGHT AT HOME REALTY INC., BROKERAGE",2615,2021-12-13
Toronto,Downtown,CityPlace,C5456300,2500,1501 - 397 Front St W,1+1,1,1,600-699,"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",1501,2021-12-13
Toronto,Downtown,CityPlace,C5455977,2250,221 - 151 Dan Leckie Way,1+1,1,1,600-699,"RIGHT AT HOME REALTY INC., BROKERAGE",221,2021-12-13
Toronto,Downtown,CityPlace,C5455116,2950,1209 - 8 Telegram Mews,2,2,1,700-799,"PROPERLY, BROKERAGE",1209,2021-12-12
Toronto,Downtown,CityPlace,C5454424,2375,3908 - 15 Iceboat Terr,1+1,1,1,600-699,"CENTURY 21 KING`S QUAY REAL ESTATE INC., BROKERAGE",3908,2021-12-11
Toronto,Downtown,CityPlace,C5454120,2275,907 - 25 Telegram Mews,1+1,1,1,600-699,"REAL ESTATE HOMEWARD, BROKERAGE",907,2021-12-10
Toronto,Downtown,CityPlace,C5454379,2800,2010 - 8 Telegram Mews S,1+1,1,1,600-699,"THE REAL ESTATE OFFICE INC., BROKERAGE",2010,2021-12-10
